"GEOID","NAMELSAD","Particulate.Matter"
"47113000900","Census Tract 9",7.89258001024074
"47113000800","Census Tract 8",7.66158718808427
"47113001502","Census Tract 15.02",6.74187717143207
"47113000100","Census Tract 1",6.88661215093724
"47113000200","Census Tract 2",7.77713352462631
"47113000400","Census Tract 4",7.21893585025964
"47113001900","Census Tract 19",6.6346160597637
"47113001605","Census Tract 16.05",7.44782402699765
"47113001607","Census Tract 16.07",7.14264556863868
"47113001609","Census Tract 16.09",6.8489165605153
"47113001610","Census Tract 16.10",7.0470032095378
"47113001300","Census Tract 13",6.69555722366188
"47113001100","Census Tract 11",7.56384653381602
"47113001700","Census Tract 17",6.65762657791509
"47113001501","Census Tract 15.01",6.79657271800157
"47113001608","Census Tract 16.08",6.82714088605846
"47113001402","Census Tract 14.02",6.82039235105958
"47113000500","Census Tract 5",7.59649219915336
"47113000600","Census Tract 6",7.7517206436528
"47113001000","Census Tract 10",7.4903835368654
"47113001603","Census Tract 16.03",7.14996968081547
"47113000700","Census Tract 7",8.1236696045212
"47113000300","Census Tract 3",7.66582926435154
"47113001800","Census Tract 18",6.36007307176603
"47113001604","Census Tract 16.04",7.96034017082672
"47113001401","Census Tract 14.01",6.73869888842363
"47113001606","Census Tract 16.06",7.22358897313573
